Epsilon , 	 Path L ,	 Time[s]
0.8 ,	14 ,	0.085
0.8 ,	16 ,	0.079
0.8 ,	14 ,	0.048
0.8 ,	20 ,	0.186
0.8 ,	20 ,	0.109
0.8 ,	17 ,	0.114
0.8 ,	21 ,	0.193
0.8 ,	17 ,	0.095
0.8 ,	17 ,	0.133
0.8 ,	15 ,	0.051
0.8 ,	17 ,	0.135
0.8 ,	15 ,	0.092
0.8 ,	18 ,	0.105
0.8 ,	16 ,	0.094
0.8 ,	19 ,	0.205
0.8 ,	17 ,	0.101
0.8 ,	17 ,	0.131
0.8 ,	15 ,	0.088
0.8 ,	23 ,	0.175
0.8 ,	18 ,	0.154
0.8 ,	20 ,	0.081
0.8 ,	17 ,	0.12
0.8 ,	16 ,	0.105
0.8 ,	16 ,	0.055
0.8 ,	21 ,	0.122
0.8 ,	19 ,	0.078
0.8 ,	17 ,	0.088
0.8 ,	23 ,	0.259
0.8 ,	19 ,	0.2
0.8 ,	20 ,	0.305
0.8 ,	25 ,	0.218
0.8 ,	21 ,	0.256
0.8 ,	18 ,	0.083
0.8 ,	17 ,	0.073
0.8 ,	20 ,	0.159
0.8 ,	15 ,	0.142
0.8 ,	19 ,	0.101
0.8 ,	16 ,	0.081
0.8 ,	18 ,	0.126
0.8 ,	16 ,	0.055
0.8 ,	18 ,	0.086
0.8 ,	24 ,	0.203
0.8 ,	17 ,	0.11
0.8 ,	19 ,	0.15
0.8 ,	18 ,	0.102
0.8 ,	16 ,	0.054
0.8 ,	16 ,	0.047
0.8 ,	19 ,	0.082
0.8 ,	18 ,	0.149
0.8 ,	15 ,	0.083
0.8 ,	18 ,	0.22
0.8 ,	18 ,	0.164
0.8 ,	18 ,	0.123
0.8 ,	25 ,	0.289
0.8 ,	16 ,	0.059
0.8 ,	15 ,	0.068
0.8 ,	15 ,	0.055
0.8 ,	23 ,	0.145
0.8 ,	15 ,	0.071
0.8 ,	15 ,	0.045
0.8 ,	14 ,	0.055
0.8 ,	19 ,	0.102
0.8 ,	18 ,	0.128
0.8 ,	19 ,	0.187
0.8 ,	19 ,	0.113
0.8 ,	20 ,	0.117
0.8 ,	19 ,	0.168
0.8 ,	17 ,	0.07
0.8 ,	21 ,	0.096
0.8 ,	20 ,	0.116
0.8 ,	23 ,	0.148
0.8 ,	16 ,	0.089
0.8 ,	14 ,	0.101
0.8 ,	21 ,	0.095
0.8 ,	21 ,	0.177
0.8 ,	18 ,	0.16
0.8 ,	24 ,	0.423
0.8 ,	18 ,	0.073
0.8 ,	16 ,	0.148
0.8 ,	19 ,	0.189
0.8 ,	18 ,	0.117
0.8 ,	17 ,	0.244
0.8 ,	15 ,	0.119
0.8 ,	16 ,	0.084
0.8 ,	18 ,	0.071
0.8 ,	17 ,	0.088
0.8 ,	15 ,	0.161
0.8 ,	23 ,	0.197
0.8 ,	15 ,	0.089
0.8 ,	18 ,	0.123
0.8 ,	17 ,	0.277
0.8 ,	21 ,	0.161
0.8 ,	20 ,	0.105
0.8 ,	30 ,	0.7
0.8 ,	14 ,	0.072
0.8 ,	15 ,	0.062
0.8 ,	22 ,	0.197
0.8 ,	16 ,	0.08
0.8 ,	16 ,	0.064
0.8 ,	24 ,	0.292
0.8 ,	15 ,	0.066
0.8 ,	21 ,	0.158
0.8 ,	17 ,	0.143
0.8 ,	15 ,	0.05
0.8 ,	23 ,	0.161
0.8 ,	20 ,	0.159
0.8 ,	18 ,	0.08
0.8 ,	16 ,	0.109
0.8 ,	16 ,	0.157
0.8 ,	18 ,	0.074
0.8 ,	15 ,	0.059
0.8 ,	18 ,	0.083
0.8 ,	19 ,	0.319
0.8 ,	16 ,	0.068
0.8 ,	15 ,	0.219
0.8 ,	21 ,	0.197
0.8 ,	16 ,	0.082
0.8 ,	22 ,	0.177
0.8 ,	18 ,	0.114
0.8 ,	20 ,	0.205
0.8 ,	16 ,	0.065
0.8 ,	17 ,	0.101
0.8 ,	17 ,	0.114
0.8 ,	19 ,	0.09
0.8 ,	18 ,	0.081
0.8 ,	16 ,	0.072
0.8 ,	19 ,	0.085
0.8 ,	19 ,	0.12
0.8 ,	15 ,	0.067
0.8 ,	21 ,	0.157
0.8 ,	17 ,	0.097
0.8 ,	15 ,	0.051
0.8 ,	21 ,	0.152
0.8 ,	21 ,	0.208
0.8 ,	18 ,	0.081
0.8 ,	21 ,	0.411
0.8 ,	22 ,	0.116
0.8 ,	14 ,	0.138
0.8 ,	21 ,	0.122
0.8 ,	17 ,	0.139
0.8 ,	14 ,	0.061
0.8 ,	16 ,	0.08
0.8 ,	19 ,	0.138
0.8 ,	20 ,	0.274
0.8 ,	16 ,	0.917
0.8 ,	18 ,	0.092
0.8 ,	17 ,	0.077
0.8 ,	19 ,	0.087
0.8 ,	18 ,	0.154
0.8 ,	18 ,	0.087
0.8 ,	19 ,	0.216
0.8 ,	15 ,	0.061
0.8 ,	18 ,	0.106
0.8 ,	19 ,	0.107
0.8 ,	15 ,	0.068
0.8 ,	14 ,	0.155
0.8 ,	20 ,	0.142
0.8 ,	18 ,	0.175
0.8 ,	18 ,	0.098
0.8 ,	18 ,	0.104
0.8 ,	16 ,	0.057
0.8 ,	15 ,	0.077
0.8 ,	16 ,	0.062
0.8 ,	18 ,	0.06
0.8 ,	17 ,	0.074
0.8 ,	18 ,	0.103
0.8 ,	18 ,	0.085
0.8 ,	19 ,	0.101
0.8 ,	15 ,	0.288
0.8 ,	20 ,	0.239
0.8 ,	19 ,	0.106
0.8 ,	17 ,	0.06
0.8 ,	24 ,	0.193
0.8 ,	20 ,	0.146
0.8 ,	20 ,	0.199
0.8 ,	20 ,	0.123
0.8 ,	16 ,	0.073
0.8 ,	18 ,	0.151
0.8 ,	17 ,	0.079
0.8 ,	17 ,	0.114
0.8 ,	17 ,	0.094
0.8 ,	17 ,	0.169
0.8 ,	24 ,	0.453
0.8 ,	18 ,	0.2
0.8 ,	18 ,	0.283
0.8 ,	16 ,	0.057
0.8 ,	18 ,	0.154
0.8 ,	20 ,	0.098
0.8 ,	22 ,	0.154
0.8 ,	15 ,	0.057
0.8 ,	23 ,	0.213
0.8 ,	18 ,	0.064
0.8 ,	21 ,	0.151
0.8 ,	18 ,	0.152
0.8 ,	15 ,	0.106
0.8 ,	21 ,	0.208
0.8 ,	15 ,	0.048
0.8 ,	15 ,	0.058
0.8 ,	17 ,	0.094
0.8 ,	15 ,	0.045
0.8 ,	14 ,	0.053
0.8 ,	16 ,	0.199
0.8 ,	20 ,	0.194
0.8 ,	16 ,	0.085
0.8 ,	16 ,	0.086
0.8 ,	19 ,	0.258
0.8 ,	21 ,	0.21
0.8 ,	21 ,	0.121
0.8 ,	17 ,	0.057
0.8 ,	16 ,	0.063
0.8 ,	19 ,	0.159
0.8 ,	16 ,	0.137
0.8 ,	24 ,	0.137
0.8 ,	16 ,	0.098
0.8 ,	17 ,	0.107
0.8 ,	18 ,	0.173
0.8 ,	31 ,	0.383
0.8 ,	19 ,	0.079
0.8 ,	16 ,	0.135
0.8 ,	18 ,	0.155
0.8 ,	18 ,	0.106
0.8 ,	18 ,	0.101
0.8 ,	16 ,	0.055
0.8 ,	17 ,	0.063
0.8 ,	17 ,	0.145
0.8 ,	22 ,	0.164
0.8 ,	24 ,	0.174
0.8 ,	20 ,	0.214
0.8 ,	17 ,	0.218
0.8 ,	20 ,	0.172
0.8 ,	18 ,	0.145
0.8 ,	18 ,	0.105
0.8 ,	21 ,	0.227
0.8 ,	18 ,	0.086
0.8 ,	16 ,	0.07
0.8 ,	21 ,	0.221
0.8 ,	19 ,	0.082
0.8 ,	17 ,	0.136
0.8 ,	23 ,	0.133
0.8 ,	24 ,	0.28
0.8 ,	21 ,	0.156
0.8 ,	16 ,	0.107
0.8 ,	15 ,	0.067
0.8 ,	17 ,	0.107
0.8 ,	21 ,	0.135
0.8 ,	23 ,	0.185
0.8 ,	21 ,	0.174
0.8 ,	16 ,	0.06
0.8 ,	17 ,	0.076
0.8 ,	16 ,	0.051
0.8 ,	23 ,	0.134
0.8 ,	19 ,	0.134
0.8 ,	16 ,	0.164
0.8 ,	23 ,	0.307
0.8 ,	16 ,	0.056
0.8 ,	20 ,	0.145
0.8 ,	23 ,	0.137
0.8 ,	16 ,	0.046
0.8 ,	22 ,	0.258
0.8 ,	18 ,	0.092
0.8 ,	15 ,	0.059
0.8 ,	24 ,	0.439
0.8 ,	17 ,	0.122
0.8 ,	20 ,	0.131
0.8 ,	22 ,	0.284
0.8 ,	21 ,	0.154
0.8 ,	19 ,	0.161
0.8 ,	16 ,	0.135
0.8 ,	22 ,	0.217
0.8 ,	16 ,	0.062
0.8 ,	19 ,	0.117
0.8 ,	16 ,	0.113
0.8 ,	18 ,	0.118
0.8 ,	20 ,	0.146
0.8 ,	24 ,	0.275
0.8 ,	20 ,	0.211
0.8 ,	16 ,	0.059
0.8 ,	19 ,	0.08
0.8 ,	20 ,	0.109
0.8 ,	18 ,	0.099
0.8 ,	22 ,	0.112
0.8 ,	23 ,	0.174
0.8 ,	17 ,	0.096
0.8 ,	16 ,	0.069
0.8 ,	16 ,	0.06
0.8 ,	16 ,	0.115
0.8 ,	25 ,	0.147
0.8 ,	23 ,	0.34
0.8 ,	18 ,	0.131
0.8 ,	18 ,	0.123
0.8 ,	15 ,	0.143
0.8 ,	16 ,	0.088
0.8 ,	17 ,	0.365
0.8 ,	25 ,	0.221
0.8 ,	28 ,	0.296
0.8 ,	19 ,	0.109
0.8 ,	17 ,	0.076
0.8 ,	23 ,	0.189
0.8 ,	19 ,	0.228
0.8 ,	17 ,	0.119
0.8 ,	16 ,	0.084
0.8 ,	22 ,	0.146
0.8 ,	20 ,	0.133
0.8 ,	21 ,	0.233
0.8 ,	15 ,	0.06
0.8 ,	16 ,	0.075
0.8 ,	21 ,	0.099
0.8 ,	17 ,	0.099
0.8 ,	18 ,	0.084
0.8 ,	22 ,	0.118
0.8 ,	17 ,	0.057
0.8 ,	20 ,	0.141
0.8 ,	16 ,	0.075
0.8 ,	16 ,	0.072
0.8 ,	15 ,	0.061
0.8 ,	22 ,	0.143
0.8 ,	19 ,	0.089
0.8 ,	18 ,	0.271
0.8 ,	20 ,	0.13
0.8 ,	18 ,	0.084
0.8 ,	19 ,	0.188
0.8 ,	16 ,	0.054
0.8 ,	14 ,	0.045
0.8 ,	19 ,	0.145
0.8 ,	19 ,	0.178
0.8 ,	17 ,	0.111
0.8 ,	19 ,	0.182
0.8 ,	17 ,	0.085
0.8 ,	15 ,	0.13
0.8 ,	23 ,	0.239
0.8 ,	15 ,	0.091
0.8 ,	17 ,	0.105
0.8 ,	21 ,	0.325
0.8 ,	17 ,	0.123
0.8 ,	17 ,	0.068
0.8 ,	22 ,	0.248
0.8 ,	23 ,	0.26
0.8 ,	16 ,	0.076
0.8 ,	18 ,	0.281
0.8 ,	14 ,	0.072
0.8 ,	16 ,	0.097
0.8 ,	20 ,	0.11
0.8 ,	17 ,	0.063
0.8 ,	17 ,	0.12
0.8 ,	17 ,	0.135
0.8 ,	15 ,	0.075
0.8 ,	15 ,	0.049
0.8 ,	17 ,	0.146
0.8 ,	17 ,	0.104
0.8 ,	14 ,	0.053
0.8 ,	21 ,	0.206
0.8 ,	24 ,	0.335
0.8 ,	16 ,	0.153
0.8 ,	18 ,	0.161
0.8 ,	16 ,	0.073
0.8 ,	14 ,	0.066
0.8 ,	16 ,	0.207
0.8 ,	18 ,	0.103
0.8 ,	18 ,	0.064
0.8 ,	22 ,	0.495
0.8 ,	20 ,	0.187
0.8 ,	22 ,	0.237
0.8 ,	23 ,	0.255
0.8 ,	23 ,	0.324
0.8 ,	14 ,	0.059
0.8 ,	20 ,	0.158
0.8 ,	16 ,	0.082
0.8 ,	17 ,	0.081
0.8 ,	16 ,	0.143
0.8 ,	16 ,	0.067
0.8 ,	15 ,	0.052
0.8 ,	20 ,	0.126
0.8 ,	19 ,	0.09
0.8 ,	16 ,	0.139
0.8 ,	16 ,	0.07
0.8 ,	21 ,	0.083
0.8 ,	18 ,	0.141
0.8 ,	16 ,	0.053
0.8 ,	20 ,	0.098
0.8 ,	25 ,	0.952
0.8 ,	15 ,	0.063
0.8 ,	18 ,	0.116
0.8 ,	22 ,	0.162
0.8 ,	20 ,	0.211
0.8 ,	18 ,	0.106
0.8 ,	16 ,	0.081
0.8 ,	18 ,	0.158
0.8 ,	20 ,	0.151
0.8 ,	25 ,	0.207
0.8 ,	23 ,	0.404
0.8 ,	20 ,	0.132
0.8 ,	16 ,	0.183
0.8 ,	16 ,	0.077
0.8 ,	21 ,	0.349
0.8 ,	17 ,	0.15
0.8 ,	14 ,	0.057
0.8 ,	18 ,	0.127
0.8 ,	17 ,	0.099
0.8 ,	21 ,	0.113
0.8 ,	14 ,	0.066
0.8 ,	20 ,	0.124
0.8 ,	18 ,	0.078
0.8 ,	16 ,	0.076
0.8 ,	19 ,	0.161
0.8 ,	24 ,	0.258
0.8 ,	19 ,	0.113
0.8 ,	15 ,	0.126
0.8 ,	22 ,	0.149
0.8 ,	27 ,	0.259
0.8 ,	22 ,	0.095
0.8 ,	16 ,	0.073
0.8 ,	18 ,	0.102
0.8 ,	18 ,	0.213
0.8 ,	18 ,	0.106
0.8 ,	20 ,	0.134
0.8 ,	16 ,	0.114
0.8 ,	23 ,	0.397
0.8 ,	21 ,	0.133
0.8 ,	22 ,	0.15
0.8 ,	19 ,	0.157
0.8 ,	21 ,	0.168
0.8 ,	15 ,	0.063
0.8 ,	21 ,	0.116
0.8 ,	20 ,	0.139
0.8 ,	16 ,	0.061
0.8 ,	16 ,	0.076
0.8 ,	21 ,	0.25
0.8 ,	21 ,	0.199
0.8 ,	18 ,	0.126
0.8 ,	16 ,	0.094
0.8 ,	20 ,	0.114
0.8 ,	18 ,	0.178
0.8 ,	14 ,	0.076
0.8 ,	15 ,	0.069
0.8 ,	18 ,	0.085
0.8 ,	22 ,	0.157
0.8 ,	15 ,	0.046
0.8 ,	18 ,	0.069
0.8 ,	17 ,	0.085
0.8 ,	16 ,	0.076
0.8 ,	17 ,	0.138
0.8 ,	19 ,	0.09
0.8 ,	18 ,	0.098
0.8 ,	24 ,	0.345
0.8 ,	21 ,	0.125
0.8 ,	19 ,	0.166
0.8 ,	18 ,	0.191
0.8 ,	24 ,	0.158
0.8 ,	19 ,	0.273
0.8 ,	24 ,	0.269
0.8 ,	19 ,	0.113
0.8 ,	22 ,	0.171
0.8 ,	19 ,	0.133
0.8 ,	19 ,	0.086
0.8 ,	17 ,	0.111
0.8 ,	15 ,	0.13
0.8 ,	17 ,	0.13
0.8 ,	20 ,	0.404
0.8 ,	20 ,	0.112
0.8 ,	18 ,	0.079
0.8 ,	17 ,	0.117
0.8 ,	24 ,	0.17
0.8 ,	27 ,	0.334
0.8 ,	28 ,	1.015
0.8 ,	16 ,	0.092
0.8 ,	18 ,	0.295
0.8 ,	23 ,	0.227
0.8 ,	17 ,	0.384
0.8 ,	15 ,	0.057
0.8 ,	18 ,	0.097
0.8 ,	21 ,	0.116
0.8 ,	17 ,	0.107
0.8 ,	20 ,	0.195
0.8 ,	20 ,	0.153
0.8 ,	20 ,	0.081
0.8 ,	19 ,	0.381
0.8 ,	28 ,	0.452
0.8 ,	18 ,	0.097
0.8 ,	17 ,	0.1
0.8 ,	20 ,	0.161
0.8 ,	17 ,	0.077
0.8 ,	14 ,	0.053
0.8 ,	17 ,	0.085
0.8 ,	24 ,	0.937
0.8 ,	23 ,	0.278
0.8 ,	20 ,	0.092
0.8 ,	21 ,	0.188
0.8 ,	24 ,	0.165
0.8 ,	22 ,	0.32
0.8 ,	17 ,	0.118
0.8 ,	26 ,	0.343
0.8 ,	19 ,	0.134
0.8 ,	17 ,	0.244
0.8 ,	17 ,	0.123
0.8 ,	18 ,	0.277
0.8 ,	20 ,	0.198
0.8 ,	19 ,	0.131
0.8 ,	17 ,	0.188
0.8 ,	16 ,	0.081
0.8 ,	16 ,	0.096
0.8 ,	17 ,	0.113
0.8 ,	21 ,	0.118
0.8 ,	17 ,	0.095
0.8 ,	17 ,	0.074
0.8 ,	20 ,	0.105
0.8 ,	19 ,	0.191
0.8 ,	16 ,	0.075
0.8 ,	22 ,	0.163
0.8 ,	16 ,	0.071
0.8 ,	20 ,	0.163
0.8 ,	19 ,	0.099
0.8 ,	22 ,	0.155
0.8 ,	24 ,	0.248
0.8 ,	16 ,	0.061
0.8 ,	19 ,	0.143
0.8 ,	17 ,	0.134
0.8 ,	17 ,	0.173
0.8 ,	21 ,	0.404
0.8 ,	20 ,	0.11
0.8 ,	24 ,	0.122
0.8 ,	16 ,	0.129
0.8 ,	19 ,	0.121
0.8 ,	19 ,	0.194
0.8 ,	17 ,	0.083
0.8 ,	15 ,	0.057
0.8 ,	26 ,	1.205
0.8 ,	17 ,	0.104
0.8 ,	28 ,	0.242
0.8 ,	24 ,	0.133
0.8 ,	18 ,	0.146
0.8 ,	17 ,	0.095
0.8 ,	21 ,	0.117
0.8 ,	20 ,	0.152
0.8 ,	19 ,	0.145
0.8 ,	27 ,	0.442
0.8 ,	25 ,	0.189
0.8 ,	16 ,	0.068
0.8 ,	23 ,	0.249
0.8 ,	18 ,	0.058
0.8 ,	16 ,	0.072
0.8 ,	17 ,	0.155
0.8 ,	14 ,	0.048
0.8 ,	22 ,	0.237
0.8 ,	19 ,	0.2
0.8 ,	17 ,	0.074
0.8 ,	16 ,	0.1
0.8 ,	17 ,	0.074
0.8 ,	20 ,	0.109
0.8 ,	20 ,	0.183
0.8 ,	23 ,	0.336
0.8 ,	21 ,	0.148
0.8 ,	17 ,	0.175
0.8 ,	16 ,	0.064
0.8 ,	20 ,	0.114
0.8 ,	22 ,	0.245
0.8 ,	20 ,	0.118
0.8 ,	20 ,	0.233
0.8 ,	17 ,	0.131
0.8 ,	20 ,	0.216
0.8 ,	18 ,	0.107
0.8 ,	18 ,	0.129
0.8 ,	19 ,	0.145
0.8 ,	18 ,	0.125
0.8 ,	17 ,	0.12
0.8 ,	16 ,	0.156
0.8 ,	19 ,	0.211
0.8 ,	16 ,	0.053
0.8 ,	16 ,	0.162
0.8 ,	17 ,	0.125
0.8 ,	20 ,	0.17
0.8 ,	16 ,	0.063
0.8 ,	19 ,	0.17
0.8 ,	19 ,	0.127
0.8 ,	17 ,	0.077
0.8 ,	18 ,	0.128
0.8 ,	22 ,	0.136
0.8 ,	17 ,	0.104
0.8 ,	18 ,	0.072
0.8 ,	14 ,	0.057
0.8 ,	22 ,	0.281
0.8 ,	18 ,	0.25
0.8 ,	16 ,	0.12
0.8 ,	15 ,	0.065
0.8 ,	23 ,	0.33
0.8 ,	15 ,	0.06
0.8 ,	20 ,	0.29
0.8 ,	21 ,	0.133
0.8 ,	16 ,	0.078
0.8 ,	15 ,	0.05
0.8 ,	24 ,	0.508
0.8 ,	19 ,	0.12
0.8 ,	18 ,	0.271
0.8 ,	19 ,	0.169
0.8 ,	16 ,	0.108
0.8 ,	19 ,	0.125
0.8 ,	15 ,	0.058
0.8 ,	18 ,	0.067
0.8 ,	15 ,	0.081
0.8 ,	17 ,	0.12
0.8 ,	17 ,	0.215
0.8 ,	17 ,	0.102
0.8 ,	21 ,	0.191
0.8 ,	14 ,	0.067
0.8 ,	18 ,	0.15
0.8 ,	19 ,	0.135
0.8 ,	16 ,	0.274
0.8 ,	16 ,	0.18
0.8 ,	17 ,	0.203
0.8 ,	20 ,	0.241
0.8 ,	19 ,	0.174
0.8 ,	18 ,	0.188
0.8 ,	15 ,	0.087
0.8 ,	15 ,	0.096
0.8 ,	14 ,	0.086
0.8 ,	17 ,	0.088
0.8 ,	17 ,	0.13
0.8 ,	18 ,	0.228
0.8 ,	19 ,	0.26
0.8 ,	19 ,	0.471
0.8 ,	15 ,	0.06
0.8 ,	16 ,	0.145
0.8 ,	18 ,	0.083
0.8 ,	20 ,	0.141
0.8 ,	19 ,	0.152
0.8 ,	15 ,	0.128
0.8 ,	19 ,	0.119
0.8 ,	21 ,	0.159
0.8 ,	22 ,	0.17
0.8 ,	16 ,	0.078
0.8 ,	17 ,	0.084
0.8 ,	20 ,	0.145
0.8 ,	19 ,	0.13
0.8 ,	24 ,	0.195
0.8 ,	16 ,	0.069
0.8 ,	20 ,	0.194
0.8 ,	17 ,	0.121
0.8 ,	20 ,	0.413
0.8 ,	20 ,	0.191
0.8 ,	15 ,	0.069
0.8 ,	15 ,	0.067
0.8 ,	17 ,	0.208
0.8 ,	21 ,	0.142
0.8 ,	17 ,	0.173
0.8 ,	16 ,	0.092
0.8 ,	14 ,	0.105
0.8 ,	15 ,	0.067
0.8 ,	18 ,	0.141
0.8 ,	21 ,	0.162
0.8 ,	15 ,	0.065
0.8 ,	17 ,	0.112
0.8 ,	20 ,	0.358
0.8 ,	17 ,	0.113
0.8 ,	20 ,	0.218
0.8 ,	17 ,	0.143
0.8 ,	16 ,	0.1
0.8 ,	28 ,	0.795
0.8 ,	23 ,	0.25
0.8 ,	28 ,	0.634
0.8 ,	27 ,	0.388
0.8 ,	16 ,	0.063
0.8 ,	21 ,	0.135
0.8 ,	19 ,	0.115
0.8 ,	16 ,	0.098
0.8 ,	34 ,	0.383
0.8 ,	21 ,	0.223
0.8 ,	21 ,	0.303
0.8 ,	16 ,	0.075
0.8 ,	16 ,	0.06
0.8 ,	21 ,	0.156
0.8 ,	15 ,	0.091
0.8 ,	19 ,	0.072
0.8 ,	18 ,	0.137
0.8 ,	19 ,	0.142
0.8 ,	16 ,	0.124
0.8 ,	17 ,	0.256
0.8 ,	15 ,	0.074
0.8 ,	20 ,	0.286
0.8 ,	28 ,	0.255
0.8 ,	17 ,	0.152
0.8 ,	22 ,	0.268
0.8 ,	16 ,	0.092
0.8 ,	15 ,	0.103
0.8 ,	16 ,	0.091
0.8 ,	14 ,	0.067
0.8 ,	14 ,	0.061
0.8 ,	23 ,	0.161
0.8 ,	20 ,	0.329
0.8 ,	26 ,	0.378
0.8 ,	18 ,	0.202
0.8 ,	20 ,	0.192
0.8 ,	16 ,	0.091
0.8 ,	20 ,	0.158
0.8 ,	18 ,	0.127
0.8 ,	15 ,	0.078
0.8 ,	13 ,	0.051
0.8 ,	18 ,	0.14
0.8 ,	18 ,	0.157
0.8 ,	26 ,	0.265
0.8 ,	21 ,	0.486
0.8 ,	17 ,	0.091
0.8 ,	24 ,	0.434
0.8 ,	18 ,	0.126
0.8 ,	18 ,	0.231
0.8 ,	20 ,	0.149
0.8 ,	17 ,	0.112
0.8 ,	17 ,	0.1
0.8 ,	15 ,	0.102
0.8 ,	20 ,	0.218
0.8 ,	15 ,	0.048
0.8 ,	23 ,	0.193
0.8 ,	27 ,	0.703
0.8 ,	23 ,	0.316
0.8 ,	18 ,	0.085
0.8 ,	18 ,	0.132
0.8 ,	25 ,	0.257
0.8 ,	14 ,	0.046
0.8 ,	22 ,	0.153
0.8 ,	16 ,	0.105
0.8 ,	15 ,	0.056
0.8 ,	17 ,	0.064
0.8 ,	17 ,	0.073
0.8 ,	17 ,	0.092
0.8 ,	19 ,	0.089
0.8 ,	19 ,	0.177
0.8 ,	18 ,	0.164
0.8 ,	17 ,	0.106
0.8 ,	28 ,	0.146
0.8 ,	23 ,	0.161
0.8 ,	23 ,	0.194
0.8 ,	16 ,	0.085
0.8 ,	16 ,	0.116
0.8 ,	16 ,	0.162
0.8 ,	20 ,	0.163
0.8 ,	17 ,	0.075
0.8 ,	20 ,	0.326
0.8 ,	17 ,	0.224
0.8 ,	15 ,	0.103
0.8 ,	18 ,	0.221
0.8 ,	17 ,	0.124
0.8 ,	18 ,	0.152
0.8 ,	17 ,	0.158
0.8 ,	16 ,	0.189
0.8 ,	15 ,	0.19
0.8 ,	19 ,	0.095
0.8 ,	20 ,	0.119
0.8 ,	19 ,	0.201
0.8 ,	17 ,	0.151
0.8 ,	24 ,	0.272
0.8 ,	15 ,	0.113
0.8 ,	16 ,	0.068
0.8 ,	21 ,	0.153
0.8 ,	21 ,	0.139
0.8 ,	22 ,	0.274
0.8 ,	22 ,	0.18
0.8 ,	17 ,	0.213
0.8 ,	18 ,	0.173
0.8 ,	20 ,	0.242
0.8 ,	18 ,	0.368
0.8 ,	16 ,	0.074
0.8 ,	16 ,	0.128
0.8 ,	27 ,	0.173
0.8 ,	20 ,	0.122
0.8 ,	18 ,	0.098
0.8 ,	21 ,	0.138
0.8 ,	17 ,	0.129
0.8 ,	18 ,	0.106
0.8 ,	18 ,	0.071
0.8 ,	16 ,	0.122
0.8 ,	15 ,	0.049
0.8 ,	15 ,	0.118
0.8 ,	15 ,	0.085
0.8 ,	19 ,	0.438
0.8 ,	18 ,	0.294
0.8 ,	21 ,	0.743
0.8 ,	21 ,	0.123
0.8 ,	14 ,	0.149
0.8 ,	20 ,	0.186
0.8 ,	16 ,	0.091
0.8 ,	24 ,	0.12
0.8 ,	15 ,	0.096
0.8 ,	16 ,	0.086
0.8 ,	21 ,	0.262
0.8 ,	18 ,	0.369
0.8 ,	22 ,	0.421
0.8 ,	22 ,	0.338
0.8 ,	15 ,	0.104
0.8 ,	18 ,	0.085
0.8 ,	22 ,	0.198
0.8 ,	16 ,	0.089
0.8 ,	23 ,	0.354
0.8 ,	19 ,	0.185
0.8 ,	19 ,	0.198
0.8 ,	16 ,	0.088
0.8 ,	16 ,	0.103
0.8 ,	14 ,	0.068
0.8 ,	14 ,	0.076
0.8 ,	18 ,	0.133
0.8 ,	20 ,	0.173
0.8 ,	17 ,	0.076
0.8 ,	14 ,	0.061
0.8 ,	19 ,	0.132
0.8 ,	18 ,	0.114
0.8 ,	20 ,	0.151
0.8 ,	22 ,	0.139
0.8 ,	23 ,	0.138
0.8 ,	15 ,	0.059
0.8 ,	19 ,	0.162
0.8 ,	18 ,	0.1
0.8 ,	18 ,	0.099
0.8 ,	20 ,	0.278
0.8 ,	24 ,	0.216
0.8 ,	20 ,	0.396
0.8 ,	26 ,	0.248
0.8 ,	27 ,	0.315
0.8 ,	18 ,	0.145
0.8 ,	21 ,	0.233
0.8 ,	14 ,	0.06
0.8 ,	21 ,	0.418
0.8 ,	21 ,	0.132
0.8 ,	17 ,	0.094
0.8 ,	22 ,	0.26
0.8 ,	22 ,	0.251
0.8 ,	24 ,	0.357
0.8 ,	15 ,	0.053
0.8 ,	25 ,	0.351
0.8 ,	17 ,	0.101
0.8 ,	18 ,	0.386
0.8 ,	20 ,	0.494
0.8 ,	17 ,	0.099
0.8 ,	28 ,	0.228
0.8 ,	19 ,	0.097
0.8 ,	22 ,	0.153
0.8 ,	17 ,	0.573
0.8 ,	14 ,	0.059
0.8 ,	15 ,	0.046
0.8 ,	26 ,	0.742
0.8 ,	21 ,	0.217
0.8 ,	26 ,	0.2
0.8 ,	17 ,	0.181
0.8 ,	16 ,	0.07
0.8 ,	18 ,	0.172
0.8 ,	19 ,	0.118
0.8 ,	16 ,	0.061
0.8 ,	25 ,	0.171
0.8 ,	21 ,	0.346
0.8 ,	15 ,	0.085
0.8 ,	17 ,	0.091
0.8 ,	21 ,	0.13
0.8 ,	25 ,	0.274
0.8 ,	16 ,	0.108
0.8 ,	17 ,	0.141
0.8 ,	16 ,	0.097
0.8 ,	16 ,	0.22
0.8 ,	18 ,	0.115
0.8 ,	15 ,	0.26
0.8 ,	18 ,	0.096
0.8 ,	17 ,	0.128
0.8 ,	19 ,	0.128
0.8 ,	20 ,	0.121
0.8 ,	16 ,	0.073
0.8 ,	17 ,	0.117
0.8 ,	16 ,	0.152
0.8 ,	25 ,	0.243
0.8 ,	18 ,	0.17
0.8 ,	17 ,	0.156
0.8 ,	22 ,	0.168
0.8 ,	15 ,	0.051
0.8 ,	16 ,	0.08
0.8 ,	21 ,	0.165
0.8 ,	23 ,	0.271
0.8 ,	19 ,	0.123
0.8 ,	18 ,	0.089
0.8 ,	19 ,	0.135
