Epsilon , 	 Path L ,	 Time[s]
0.1 ,	163 ,	0.717
0.1 ,	151 ,	0.995
0.1 ,	136 ,	0.419
0.1 ,	155 ,	0.992
0.1 ,	153 ,	0.598
0.1 ,	163 ,	0.837
0.1 ,	128 ,	0.444
0.1 ,	146 ,	0.509
0.1 ,	163 ,	0.619
0.1 ,	138 ,	0.447
0.1 ,	135 ,	0.911
0.1 ,	124 ,	0.443
0.1 ,	146 ,	0.802
0.1 ,	130 ,	0.698
0.1 ,	138 ,	0.726
0.1 ,	168 ,	0.951
0.1 ,	129 ,	0.288
0.1 ,	141 ,	0.442
0.1 ,	142 ,	1.432
0.1 ,	135 ,	0.223
0.1 ,	159 ,	0.781
0.1 ,	145 ,	1.143
0.1 ,	127 ,	0.488
0.1 ,	144 ,	0.397
0.1 ,	158 ,	1.175
0.1 ,	133 ,	0.315
0.1 ,	130 ,	0.301
0.1 ,	153 ,	0.419
0.1 ,	134 ,	0.466
0.1 ,	121 ,	0.358
0.1 ,	143 ,	0.555
0.1 ,	149 ,	0.992
0.1 ,	138 ,	0.621
0.1 ,	125 ,	0.562
0.1 ,	140 ,	0.802
0.1 ,	130 ,	0.479
0.1 ,	126 ,	0.378
0.1 ,	149 ,	0.544
0.1 ,	157 ,	1.285
0.1 ,	149 ,	0.94
0.1 ,	144 ,	0.425
0.1 ,	150 ,	0.697
0.1 ,	134 ,	0.915
0.1 ,	135 ,	0.507
0.1 ,	169 ,	0.72
0.1 ,	166 ,	0.874
0.1 ,	135 ,	0.381
0.1 ,	126 ,	1.429
0.1 ,	126 ,	0.414
0.1 ,	122 ,	0.533
0.1 ,	220 ,	0.789
0.1 ,	167 ,	0.635
0.1 ,	175 ,	0.852
0.1 ,	121 ,	0.53
0.1 ,	139 ,	0.918
0.1 ,	134 ,	0.53
0.1 ,	116 ,	0.176
0.1 ,	134 ,	0.582
0.1 ,	121 ,	0.328
0.1 ,	122 ,	0.309
0.1 ,	136 ,	0.368
0.1 ,	111 ,	0.138
0.1 ,	132 ,	0.398
0.1 ,	130 ,	0.524
0.1 ,	139 ,	0.427
0.1 ,	147 ,	0.45
0.1 ,	168 ,	2.315
0.1 ,	152 ,	1.153
0.1 ,	127 ,	0.582
0.1 ,	208 ,	1.495
0.1 ,	139 ,	0.541
0.1 ,	129 ,	0.36
0.1 ,	149 ,	0.963
0.1 ,	150 ,	0.909
0.1 ,	142 ,	1.047
0.1 ,	133 ,	0.451
0.1 ,	130 ,	0.408
0.1 ,	152 ,	0.645
0.1 ,	171 ,	1.068
0.1 ,	173 ,	1.348
0.1 ,	124 ,	0.233
0.1 ,	135 ,	0.533
0.1 ,	160 ,	1.186
0.1 ,	140 ,	0.589
0.1 ,	133 ,	0.667
0.1 ,	136 ,	0.601
0.1 ,	139 ,	0.588
0.1 ,	142 ,	1.245
0.1 ,	136 ,	0.323
0.1 ,	135 ,	0.283
0.1 ,	183 ,	1.301
0.1 ,	160 ,	0.877
0.1 ,	147 ,	0.814
0.1 ,	189 ,	1.262
0.1 ,	142 ,	0.58
0.1 ,	145 ,	1.405
0.1 ,	141 ,	0.424
0.1 ,	187 ,	1.603
0.1 ,	189 ,	0.858
0.1 ,	153 ,	0.543
0.1 ,	178 ,	2.753
0.1 ,	154 ,	0.726
0.1 ,	151 ,	0.734
0.1 ,	120 ,	0.205
0.1 ,	169 ,	1.221
0.1 ,	122 ,	0.47
0.1 ,	129 ,	0.669
0.1 ,	187 ,	0.639
0.1 ,	144 ,	0.653
0.1 ,	155 ,	0.823
0.1 ,	134 ,	1.094
0.1 ,	136 ,	0.715
0.1 ,	131 ,	0.727
0.1 ,	148 ,	1.364
0.1 ,	185 ,	1.325
0.1 ,	141 ,	0.522
0.1 ,	156 ,	1.851
0.1 ,	145 ,	0.481
0.1 ,	132 ,	0.362
0.1 ,	126 ,	0.463
0.1 ,	136 ,	0.477
0.1 ,	167 ,	0.913
0.1 ,	122 ,	0.382
0.1 ,	124 ,	0.59
0.1 ,	147 ,	0.852
0.1 ,	162 ,	0.487
0.1 ,	139 ,	0.461
0.1 ,	126 ,	0.429
0.1 ,	154 ,	1.346
0.1 ,	122 ,	0.454
0.1 ,	149 ,	0.519
0.1 ,	125 ,	0.417
0.1 ,	132 ,	0.544
0.1 ,	164 ,	0.719
0.1 ,	164 ,	0.784
0.1 ,	126 ,	0.361
0.1 ,	143 ,	0.476
0.1 ,	170 ,	1.212
0.1 ,	127 ,	0.515
0.1 ,	155 ,	0.554
0.1 ,	187 ,	1.332
0.1 ,	116 ,	0.295
0.1 ,	134 ,	0.367
0.1 ,	138 ,	0.92
0.1 ,	134 ,	0.376
0.1 ,	132 ,	0.424
0.1 ,	163 ,	0.599
0.1 ,	153 ,	0.596
0.1 ,	169 ,	0.662
0.1 ,	144 ,	0.348
0.1 ,	167 ,	0.569
0.1 ,	187 ,	1.001
0.1 ,	167 ,	0.787
0.1 ,	133 ,	0.368
0.1 ,	164 ,	0.967
0.1 ,	141 ,	0.419
0.1 ,	148 ,	0.365
0.1 ,	124 ,	0.314
0.1 ,	140 ,	0.622
0.1 ,	165 ,	0.994
0.1 ,	177 ,	1.098
0.1 ,	112 ,	0.167
0.1 ,	147 ,	0.824
0.1 ,	153 ,	0.773
0.1 ,	146 ,	1.039
0.1 ,	125 ,	0.257
0.1 ,	175 ,	0.731
0.1 ,	172 ,	1.016
0.1 ,	166 ,	1.276
0.1 ,	151 ,	0.36
0.1 ,	148 ,	0.767
0.1 ,	132 ,	0.85
0.1 ,	145 ,	0.859
0.1 ,	123 ,	0.42
0.1 ,	115 ,	0.156
0.1 ,	158 ,	0.707
0.1 ,	134 ,	0.437
0.1 ,	225 ,	1.644
0.1 ,	126 ,	0.376
0.1 ,	139 ,	0.504
0.1 ,	177 ,	0.959
0.1 ,	140 ,	0.886
0.1 ,	138 ,	0.246
0.1 ,	109 ,	0.312
0.1 ,	153 ,	1.009
0.1 ,	131 ,	0.776
0.1 ,	115 ,	0.196
0.1 ,	194 ,	0.875
0.1 ,	145 ,	0.677
0.1 ,	125 ,	0.413
0.1 ,	157 ,	0.655
0.1 ,	146 ,	0.568
0.1 ,	136 ,	0.423
0.1 ,	123 ,	0.93
0.1 ,	129 ,	0.346
0.1 ,	142 ,	0.674
0.1 ,	138 ,	0.637
0.1 ,	121 ,	0.25
0.1 ,	130 ,	0.477
0.1 ,	113 ,	0.228
0.1 ,	172 ,	0.92
0.1 ,	116 ,	0.184
0.1 ,	129 ,	0.288
0.1 ,	136 ,	0.494
0.1 ,	142 ,	0.633
0.1 ,	181 ,	0.646
0.1 ,	132 ,	0.387
0.1 ,	128 ,	0.635
0.1 ,	132 ,	0.543
0.1 ,	144 ,	0.367
0.1 ,	120 ,	0.251
0.1 ,	142 ,	0.622
0.1 ,	145 ,	0.809
0.1 ,	138 ,	0.542
0.1 ,	133 ,	0.508
0.1 ,	145 ,	0.476
0.1 ,	144 ,	0.493
0.1 ,	130 ,	0.247
0.1 ,	170 ,	0.683
0.1 ,	151 ,	0.529
0.1 ,	156 ,	0.744
0.1 ,	158 ,	0.566
0.1 ,	140 ,	0.312
0.1 ,	135 ,	0.579
0.1 ,	127 ,	0.283
0.1 ,	144 ,	0.838
0.1 ,	171 ,	0.931
0.1 ,	138 ,	0.382
0.1 ,	132 ,	0.758
0.1 ,	138 ,	0.527
0.1 ,	133 ,	0.357
0.1 ,	129 ,	0.336
0.1 ,	140 ,	0.738
0.1 ,	175 ,	1.984
0.1 ,	165 ,	1.306
0.1 ,	139 ,	0.637
0.1 ,	179 ,	0.8
0.1 ,	139 ,	0.53
0.1 ,	128 ,	0.626
0.1 ,	124 ,	0.357
0.1 ,	154 ,	0.697
0.1 ,	134 ,	0.31
0.1 ,	133 ,	0.332
0.1 ,	142 ,	0.843
0.1 ,	124 ,	0.321
0.1 ,	154 ,	0.926
0.1 ,	127 ,	0.509
0.1 ,	169 ,	0.556
0.1 ,	158 ,	0.594
0.1 ,	152 ,	0.425
0.1 ,	126 ,	0.474
0.1 ,	132 ,	0.338
0.1 ,	176 ,	0.82
0.1 ,	180 ,	1.161
0.1 ,	130 ,	0.639
0.1 ,	187 ,	0.813
0.1 ,	118 ,	0.295
0.1 ,	127 ,	0.62
0.1 ,	124 ,	0.254
0.1 ,	127 ,	0.311
0.1 ,	142 ,	0.301
0.1 ,	157 ,	0.742
0.1 ,	175 ,	1.063
0.1 ,	151 ,	0.614
0.1 ,	132 ,	0.483
0.1 ,	153 ,	1.015
0.1 ,	216 ,	1.24
0.1 ,	156 ,	0.663
0.1 ,	139 ,	0.816
0.1 ,	122 ,	0.396
0.1 ,	121 ,	0.668
0.1 ,	174 ,	1.357
0.1 ,	148 ,	0.822
0.1 ,	156 ,	0.53
0.1 ,	117 ,	0.202
0.1 ,	133 ,	0.566
0.1 ,	156 ,	0.501
0.1 ,	127 ,	0.809
0.1 ,	130 ,	0.486
0.1 ,	153 ,	0.827
0.1 ,	142 ,	0.598
0.1 ,	150 ,	0.574
0.1 ,	134 ,	0.632
0.1 ,	159 ,	0.588
0.1 ,	168 ,	1.897
0.1 ,	146 ,	1.119
0.1 ,	111 ,	0.383
0.1 ,	137 ,	0.465
0.1 ,	126 ,	0.337
0.1 ,	131 ,	0.428
0.1 ,	125 ,	0.789
0.1 ,	149 ,	0.965
0.1 ,	145 ,	0.496
0.1 ,	152 ,	0.72
0.1 ,	167 ,	0.605
0.1 ,	131 ,	0.934
0.1 ,	131 ,	0.541
0.1 ,	176 ,	0.561
0.1 ,	138 ,	0.535
0.1 ,	131 ,	0.709
0.1 ,	119 ,	0.752
0.1 ,	115 ,	0.234
0.1 ,	185 ,	0.855
0.1 ,	167 ,	1.014
0.1 ,	156 ,	1.434
0.1 ,	126 ,	0.702
0.1 ,	167 ,	0.699
0.1 ,	139 ,	0.802
0.1 ,	157 ,	0.601
0.1 ,	163 ,	0.716
0.1 ,	157 ,	0.964
0.1 ,	133 ,	0.428
0.1 ,	123 ,	0.318
0.1 ,	119 ,	0.261
0.1 ,	128 ,	0.541
0.1 ,	167 ,	0.935
0.1 ,	148 ,	0.819
0.1 ,	157 ,	1.234
0.1 ,	112 ,	0.263
0.1 ,	142 ,	0.729
0.1 ,	150 ,	0.615
0.1 ,	166 ,	0.539
0.1 ,	146 ,	0.387
0.1 ,	144 ,	0.605
0.1 ,	158 ,	0.745
0.1 ,	136 ,	0.518
0.1 ,	135 ,	0.593
0.1 ,	119 ,	0.503
0.1 ,	124 ,	0.229
0.1 ,	134 ,	1.064
0.1 ,	117 ,	0.305
0.1 ,	159 ,	0.618
0.1 ,	122 ,	0.403
0.1 ,	130 ,	0.707
0.1 ,	155 ,	0.667
0.1 ,	124 ,	0.761
0.1 ,	181 ,	0.838
0.1 ,	138 ,	0.592
0.1 ,	149 ,	0.514
0.1 ,	141 ,	0.396
0.1 ,	153 ,	0.707
0.1 ,	137 ,	0.322
0.1 ,	133 ,	0.564
0.1 ,	154 ,	0.869
0.1 ,	119 ,	0.24
0.1 ,	129 ,	0.342
0.1 ,	117 ,	0.425
0.1 ,	180 ,	1.099
0.1 ,	187 ,	0.747
0.1 ,	138 ,	0.435
0.1 ,	135 ,	0.439
0.1 ,	156 ,	0.749
0.1 ,	122 ,	0.284
0.1 ,	136 ,	0.653
0.1 ,	129 ,	0.676
0.1 ,	141 ,	0.491
0.1 ,	145 ,	0.704
0.1 ,	142 ,	0.548
0.1 ,	126 ,	0.648
0.1 ,	121 ,	0.244
0.1 ,	131 ,	0.717
0.1 ,	124 ,	0.731
0.1 ,	126 ,	0.406
0.1 ,	137 ,	0.587
0.1 ,	154 ,	0.766
0.1 ,	159 ,	1.675
0.1 ,	123 ,	0.358
0.1 ,	148 ,	0.533
0.1 ,	198 ,	1.512
0.1 ,	121 ,	0.245
0.1 ,	139 ,	0.297
0.1 ,	171 ,	1.082
0.1 ,	111 ,	0.126
0.1 ,	129 ,	0.498
0.1 ,	134 ,	0.673
0.1 ,	143 ,	0.864
0.1 ,	128 ,	2.067
0.1 ,	146 ,	0.812
0.1 ,	122 ,	0.336
0.1 ,	147 ,	0.363
0.1 ,	126 ,	0.283
0.1 ,	156 ,	1.089
0.1 ,	122 ,	0.243
0.1 ,	121 ,	0.369
0.1 ,	161 ,	0.719
0.1 ,	143 ,	0.459
0.1 ,	142 ,	0.942
0.1 ,	148 ,	1.138
0.1 ,	170 ,	0.746
0.1 ,	145 ,	0.38
0.1 ,	134 ,	0.387
0.1 ,	122 ,	0.632
0.1 ,	116 ,	0.219
0.1 ,	150 ,	0.315
0.1 ,	125 ,	0.272
0.1 ,	131 ,	0.687
0.1 ,	156 ,	1.174
0.1 ,	144 ,	0.818
0.1 ,	161 ,	1.301
0.1 ,	122 ,	0.958
0.1 ,	125 ,	0.285
0.1 ,	145 ,	1.261
0.1 ,	130 ,	0.222
0.1 ,	168 ,	1.021
0.1 ,	144 ,	1.592
0.1 ,	166 ,	1.207
0.1 ,	119 ,	0.443
0.1 ,	160 ,	0.94
0.1 ,	123 ,	0.699
0.1 ,	168 ,	0.793
0.1 ,	187 ,	1.253
0.1 ,	145 ,	0.643
0.1 ,	140 ,	0.774
0.1 ,	182 ,	1.52
0.1 ,	123 ,	0.267
0.1 ,	161 ,	0.516
0.1 ,	122 ,	0.241
0.1 ,	128 ,	0.2
0.1 ,	123 ,	0.307
0.1 ,	156 ,	0.549
0.1 ,	167 ,	1.339
0.1 ,	164 ,	1.081
0.1 ,	144 ,	0.388
0.1 ,	174 ,	1.093
0.1 ,	142 ,	0.274
0.1 ,	121 ,	0.286
0.1 ,	170 ,	0.58
0.1 ,	120 ,	0.33
0.1 ,	153 ,	0.688
0.1 ,	140 ,	0.408
0.1 ,	131 ,	0.438
0.1 ,	148 ,	0.681
0.1 ,	155 ,	0.897
0.1 ,	117 ,	0.325
0.1 ,	118 ,	0.235
0.1 ,	182 ,	0.578
0.1 ,	128 ,	1.424
0.1 ,	141 ,	0.742
0.1 ,	146 ,	0.5
0.1 ,	130 ,	0.548
0.1 ,	129 ,	0.274
0.1 ,	129 ,	0.404
0.1 ,	124 ,	0.271
0.1 ,	165 ,	2.294
0.1 ,	137 ,	0.33
0.1 ,	130 ,	0.366
0.1 ,	149 ,	0.951
0.2 ,	62 ,	0.15
0.2 ,	65 ,	0.295
0.2 ,	66 ,	0.298
0.2 ,	82 ,	0.198
0.2 ,	59 ,	0.179
0.2 ,	60 ,	0.131
0.2 ,	69 ,	0.732
0.2 ,	85 ,	0.312
0.2 ,	61 ,	0.165
0.2 ,	73 ,	0.317
0.2 ,	74 ,	0.448
0.2 ,	62 ,	0.253
0.2 ,	64 ,	0.407
0.2 ,	55 ,	0.148
0.2 ,	65 ,	0.264
0.2 ,	61 ,	0.238
0.2 ,	90 ,	0.389
0.2 ,	59 ,	0.464
0.2 ,	89 ,	0.436
0.2 ,	84 ,	0.48
0.2 ,	66 ,	0.175
0.2 ,	63 ,	0.258
0.2 ,	70 ,	0.368
0.2 ,	59 ,	0.103
0.2 ,	63 ,	0.177
0.2 ,	63 ,	0.294
0.2 ,	73 ,	0.301
0.2 ,	68 ,	0.255
0.2 ,	71 ,	0.228
0.2 ,	69 ,	0.724
0.2 ,	66 ,	0.283
0.2 ,	62 ,	0.339
0.2 ,	73 ,	0.401
0.2 ,	74 ,	0.245
0.2 ,	77 ,	0.874
0.2 ,	84 ,	0.353
0.2 ,	63 ,	0.14
0.2 ,	67 ,	0.703
0.2 ,	75 ,	0.661
0.2 ,	68 ,	0.305
0.2 ,	74 ,	0.762
0.2 ,	68 ,	0.377
0.2 ,	74 ,	0.438
0.2 ,	77 ,	0.311
0.2 ,	60 ,	0.201
0.2 ,	67 ,	0.323
0.2 ,	61 ,	0.153
0.2 ,	73 ,	0.185
0.2 ,	84 ,	0.47
0.2 ,	56 ,	0.372
0.2 ,	85 ,	0.425
0.2 ,	66 ,	0.213
0.2 ,	65 ,	0.336
0.2 ,	65 ,	0.272
0.2 ,	64 ,	0.278
0.2 ,	84 ,	0.691
0.2 ,	80 ,	0.507
0.2 ,	73 ,	0.563
0.2 ,	77 ,	0.304
0.2 ,	58 ,	0.131
0.2 ,	73 ,	0.32
0.2 ,	68 ,	0.369
0.2 ,	79 ,	0.482
0.2 ,	85 ,	0.295
0.2 ,	83 ,	0.346
0.2 ,	74 ,	0.424
0.2 ,	67 ,	0.416
0.2 ,	61 ,	0.794
0.2 ,	68 ,	0.293
0.2 ,	76 ,	0.308
0.2 ,	73 ,	0.233
0.2 ,	67 ,	0.668
0.2 ,	67 ,	0.399
0.2 ,	73 ,	0.246
0.2 ,	58 ,	0.308
0.2 ,	66 ,	0.218
0.2 ,	53 ,	0.308
0.2 ,	65 ,	0.209
0.2 ,	69 ,	0.309
0.2 ,	59 ,	0.541
0.2 ,	82 ,	0.66
0.2 ,	62 ,	0.189
0.2 ,	74 ,	0.397
0.2 ,	78 ,	0.316
0.2 ,	69 ,	0.566
0.2 ,	73 ,	0.626
0.2 ,	61 ,	0.155
0.2 ,	65 ,	0.421
0.2 ,	85 ,	0.556
0.2 ,	59 ,	0.207
0.2 ,	64 ,	0.199
0.2 ,	63 ,	0.133
0.2 ,	86 ,	0.349
0.2 ,	57 ,	0.226
0.2 ,	65 ,	0.184
0.2 ,	64 ,	0.234
0.2 ,	58 ,	0.297
0.2 ,	60 ,	0.177
0.2 ,	97 ,	0.831
0.2 ,	67 ,	0.299
0.2 ,	70 ,	0.286
0.2 ,	67 ,	0.336
0.2 ,	95 ,	0.549
0.2 ,	83 ,	0.532
0.2 ,	80 ,	0.43
0.2 ,	65 ,	0.151
0.2 ,	70 ,	0.252
0.2 ,	58 ,	0.136
0.2 ,	71 ,	0.385
0.2 ,	73 ,	0.362
0.2 ,	60 ,	0.179
0.2 ,	74 ,	0.52
0.2 ,	56 ,	0.113
0.2 ,	69 ,	0.238
0.2 ,	67 ,	0.342
0.2 ,	69 ,	0.262
0.2 ,	65 ,	0.561
0.2 ,	99 ,	0.748
0.2 ,	64 ,	0.547
0.2 ,	65 ,	0.169
0.2 ,	68 ,	0.643
0.2 ,	78 ,	0.553
0.2 ,	79 ,	0.996
0.2 ,	65 ,	0.265
0.2 ,	54 ,	0.186
0.2 ,	67 ,	0.262
0.2 ,	64 ,	0.278
0.2 ,	86 ,	0.569
0.2 ,	56 ,	0.109
0.2 ,	76 ,	0.551
0.2 ,	63 ,	0.215
0.2 ,	65 ,	0.201
0.2 ,	69 ,	0.341
0.2 ,	58 ,	0.095
0.2 ,	81 ,	0.659
0.2 ,	58 ,	0.247
0.2 ,	55 ,	0.315
0.2 ,	61 ,	0.137
0.2 ,	63 ,	0.199
0.2 ,	66 ,	0.202
0.2 ,	59 ,	0.156
0.2 ,	62 ,	0.128
0.2 ,	68 ,	0.247
0.2 ,	53 ,	0.178
0.2 ,	61 ,	0.201
0.2 ,	64 ,	0.224
0.2 ,	74 ,	0.307
0.2 ,	67 ,	0.153
0.2 ,	63 ,	0.16
0.2 ,	70 ,	0.231
0.2 ,	64 ,	0.271
0.2 ,	80 ,	0.842
0.2 ,	67 ,	0.261
0.2 ,	78 ,	0.62
0.2 ,	68 ,	0.368
0.2 ,	64 ,	0.205
0.2 ,	82 ,	0.406
0.2 ,	69 ,	0.221
0.2 ,	64 ,	0.255
0.2 ,	87 ,	0.417
0.2 ,	76 ,	0.559
0.2 ,	71 ,	0.942
0.2 ,	62 ,	0.182
0.2 ,	66 ,	0.332
0.2 ,	59 ,	0.163
0.2 ,	62 ,	0.113
0.2 ,	67 ,	0.416
0.2 ,	63 ,	0.322
0.2 ,	66 ,	0.269
0.2 ,	55 ,	0.457
0.2 ,	74 ,	0.251
0.2 ,	62 ,	0.285
0.2 ,	74 ,	0.282
0.2 ,	64 ,	0.248
0.2 ,	69 ,	0.228
0.2 ,	73 ,	0.217
0.2 ,	62 ,	0.269
0.2 ,	69 ,	0.368
0.2 ,	62 ,	0.218
0.2 ,	59 ,	0.111
0.2 ,	56 ,	0.404
0.2 ,	71 ,	0.272
0.2 ,	90 ,	1.101
0.2 ,	79 ,	1.066
0.2 ,	70 ,	0.363
0.2 ,	80 ,	0.262
0.2 ,	54 ,	0.117
0.2 ,	79 ,	0.326
0.2 ,	57 ,	0.275
0.2 ,	63 ,	0.184
0.2 ,	81 ,	0.324
0.2 ,	76 ,	0.53
0.2 ,	64 ,	0.598
0.2 ,	74 ,	0.448
0.2 ,	66 ,	0.195
0.2 ,	64 ,	0.354
0.2 ,	62 ,	0.354
0.2 ,	73 ,	0.589
0.2 ,	74 ,	0.455
0.2 ,	75 ,	0.542
0.2 ,	57 ,	0.106
0.2 ,	67 ,	0.219
0.2 ,	76 ,	0.434
0.2 ,	63 ,	0.212
0.2 ,	75 ,	0.304
0.2 ,	69 ,	0.49
0.2 ,	82 ,	0.301
0.2 ,	69 ,	0.351
0.2 ,	96 ,	0.66
0.2 ,	101 ,	0.436
0.2 ,	72 ,	0.315
0.2 ,	75 ,	0.254
0.2 ,	61 ,	0.128
0.2 ,	82 ,	0.29
0.2 ,	80 ,	0.264
0.2 ,	68 ,	0.211
0.2 ,	71 ,	0.235
0.2 ,	81 ,	0.742
0.2 ,	63 ,	0.331
0.2 ,	64 ,	0.192
0.2 ,	71 ,	0.442
0.2 ,	72 ,	0.372
0.2 ,	67 ,	0.251
0.2 ,	60 ,	0.122
0.2 ,	69 ,	0.255
0.2 ,	75 ,	0.443
0.2 ,	75 ,	0.375
0.2 ,	66 ,	0.442
0.2 ,	81 ,	0.514
0.2 ,	68 ,	0.18
0.2 ,	68 ,	0.268
0.2 ,	75 ,	0.404
0.2 ,	62 ,	0.2
0.2 ,	65 ,	0.254
0.2 ,	70 ,	0.163
0.2 ,	65 ,	0.282
0.2 ,	60 ,	0.175
0.2 ,	68 ,	0.261
0.2 ,	63 ,	0.824
0.2 ,	79 ,	0.474
0.2 ,	63 ,	0.296
0.2 ,	86 ,	0.277
0.2 ,	72 ,	0.283
0.2 ,	73 ,	0.364
0.2 ,	70 ,	0.851
0.2 ,	64 ,	0.623
0.2 ,	62 ,	0.179
0.2 ,	59 ,	0.22
0.2 ,	86 ,	0.46
0.2 ,	68 ,	0.215
0.2 ,	58 ,	0.173
0.2 ,	58 ,	0.123
0.2 ,	69 ,	0.312
0.2 ,	63 ,	0.606
0.2 ,	63 ,	0.947
0.2 ,	74 ,	0.865
0.2 ,	62 ,	0.15
0.2 ,	63 ,	0.426
0.2 ,	64 ,	0.201
0.2 ,	73 ,	0.286
0.2 ,	60 ,	0.099
0.2 ,	82 ,	0.624
0.2 ,	57 ,	0.1
0.2 ,	59 ,	0.146
0.2 ,	65 ,	0.276
0.2 ,	68 ,	0.259
0.2 ,	77 ,	0.427
0.2 ,	67 ,	0.157
0.2 ,	98 ,	1.017
0.2 ,	70 ,	0.327
0.2 ,	64 ,	0.385
0.2 ,	98 ,	0.67
0.2 ,	66 ,	0.494
0.2 ,	74 ,	0.921
0.2 ,	63 ,	0.122
0.2 ,	57 ,	0.328
0.2 ,	78 ,	0.54
0.2 ,	66 ,	0.2
0.2 ,	89 ,	0.615
0.2 ,	67 ,	0.271
0.2 ,	66 ,	0.461
0.2 ,	81 ,	0.408
0.2 ,	58 ,	0.199
0.2 ,	79 ,	0.273
0.2 ,	67 ,	0.207
0.2 ,	81 ,	0.296
0.2 ,	63 ,	0.576
0.2 ,	70 ,	0.453
0.2 ,	64 ,	0.146
0.2 ,	54 ,	0.233
0.2 ,	65 ,	0.255
0.2 ,	59 ,	0.111
0.2 ,	67 ,	0.271
0.2 ,	61 ,	0.173
0.2 ,	63 ,	0.915
0.2 ,	82 ,	0.591
0.2 ,	81 ,	0.341
0.2 ,	73 ,	0.491
0.2 ,	64 ,	0.146
0.2 ,	83 ,	0.571
0.2 ,	64 ,	0.231
0.2 ,	64 ,	0.316
0.2 ,	69 ,	0.493
0.2 ,	68 ,	0.503
0.2 ,	84 ,	0.411
0.2 ,	70 ,	0.244
0.2 ,	59 ,	0.12
0.2 ,	81 ,	0.281
0.2 ,	65 ,	0.212
0.2 ,	65 ,	0.239
0.2 ,	76 ,	0.276
0.2 ,	71 ,	0.378
0.2 ,	65 ,	0.324
0.2 ,	87 ,	0.484
0.2 ,	70 ,	0.266
0.2 ,	83 ,	0.631
0.2 ,	91 ,	0.397
0.2 ,	61 ,	0.243
0.2 ,	77 ,	0.315
0.2 ,	83 ,	0.739
0.2 ,	74 ,	0.277
0.2 ,	76 ,	0.475
0.2 ,	68 ,	0.286
0.2 ,	71 ,	0.222
0.2 ,	70 ,	0.278
0.2 ,	62 ,	0.256
0.2 ,	69 ,	0.299
0.2 ,	73 ,	0.451
0.2 ,	66 ,	0.335
0.2 ,	78 ,	0.31
0.2 ,	83 ,	0.415
0.2 ,	58 ,	0.143
0.2 ,	71 ,	0.607
0.2 ,	61 ,	0.681
0.2 ,	87 ,	0.302
0.2 ,	89 ,	0.592
0.2 ,	78 ,	0.586
0.2 ,	74 ,	0.286
0.2 ,	65 ,	0.209
0.2 ,	76 ,	0.388
0.2 ,	66 ,	0.244
0.2 ,	65 ,	1.208
0.2 ,	84 ,	0.535
0.2 ,	70 ,	0.276
0.2 ,	71 ,	0.303
0.2 ,	72 ,	0.252
0.2 ,	71 ,	0.209
0.2 ,	77 ,	0.442
0.2 ,	61 ,	0.17
0.2 ,	64 ,	0.184
0.2 ,	81 ,	1.01
0.2 ,	62 ,	0.363
0.2 ,	66 ,	0.564
0.2 ,	62 ,	0.181
0.2 ,	62 ,	0.323
0.2 ,	73 ,	0.44
0.2 ,	72 ,	0.25
0.2 ,	61 ,	0.483
0.2 ,	69 ,	0.242
0.2 ,	62 ,	0.457
0.2 ,	62 ,	0.388
0.2 ,	74 ,	0.238
0.2 ,	75 ,	0.441
0.2 ,	79 ,	0.349
0.2 ,	66 ,	0.169
0.2 ,	61 ,	0.152
0.2 ,	66 ,	0.261
0.2 ,	72 ,	0.355
0.2 ,	70 ,	0.285
0.2 ,	61 ,	0.215
0.2 ,	81 ,	0.675
0.2 ,	55 ,	0.102
0.2 ,	68 ,	0.419
0.2 ,	60 ,	0.203
0.2 ,	72 ,	0.158
0.2 ,	67 ,	0.175
0.2 ,	67 ,	0.467
0.2 ,	65 ,	0.257
0.2 ,	58 ,	0.177
0.2 ,	91 ,	0.484
0.2 ,	57 ,	0.121
0.2 ,	68 ,	0.226
0.2 ,	89 ,	0.458
0.2 ,	73 ,	0.334
0.2 ,	88 ,	0.388
0.2 ,	70 ,	0.406
0.2 ,	62 ,	0.495
0.2 ,	61 ,	0.121
0.2 ,	66 ,	0.268
0.2 ,	59 ,	0.305
0.2 ,	88 ,	0.632
0.2 ,	62 ,	0.373
0.2 ,	77 ,	0.288
0.2 ,	65 ,	0.165
0.2 ,	81 ,	0.354
0.2 ,	70 ,	0.49
0.2 ,	71 ,	0.486
0.2 ,	64 ,	0.331
0.2 ,	68 ,	0.215
0.2 ,	76 ,	0.697
0.2 ,	67 ,	0.396
0.2 ,	79 ,	0.899
0.2 ,	81 ,	0.358
0.2 ,	71 ,	0.821
0.2 ,	77 ,	0.488
0.2 ,	64 ,	0.4
0.2 ,	79 ,	0.508
0.2 ,	63 ,	0.164
0.2 ,	68 ,	0.251
0.2 ,	68 ,	0.291
0.2 ,	70 ,	0.213
0.2 ,	88 ,	0.44
0.2 ,	56 ,	0.161
0.2 ,	74 ,	0.23
0.2 ,	66 ,	0.131
0.2 ,	57 ,	0.1
0.2 ,	71 ,	0.244
0.2 ,	66 ,	0.307
0.2 ,	66 ,	0.476
0.2 ,	86 ,	0.691
0.2 ,	55 ,	0.149
0.2 ,	66 ,	0.494
0.2 ,	65 ,	0.335
0.2 ,	57 ,	0.098
0.2 ,	60 ,	0.292
0.2 ,	64 ,	0.312
